,title,url,address,latitude,longitude,price,info,description
217,"73 Frontenac Avenue Mount Pearl, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/73-frontenac-avenue-mount-pearl-newfoundland-labrador/1432597510,"73 Frontenac Avenue, Mount Pearl, NL, A1N4Z4",47.5325254,-52.8124799,"$264,900.00 ",Bedrooms: 5 *** Bathrooms: 2,"MLS庐 #1195393 Registered 2 apt property in convenient area- close to Topsail Road/ Kenmount Road and all amenities! Located on bus route also! Property just got a brand new roof and all new windows in 2018! Apt got new flooring also! A great find indeed. Simply move in and make it yours! (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
218,"Top level house, east end, UTILITIES INCLUDED, near MUN/CNA",https://www.kijiji.ca/v-apartments-condos/st-johns/top-level-house-east-end-utilities-included-near-mun-cna/1456211701,"110 Ennis Ave, St. John's, NL A1A 1Z2, Canada",47.590963,-52.70536,"$1,500.00 ","Unit Type: House *** Bedrooms: 2 *** Bathrooms: 2 *** Parking Included: 2 *** Agreement Type: 1 Year *** Move-In Date: October 1, 2019 *** Pet Friendly: No *** Utilities Included: Hydro, Heat, Water *** Also Included: N/A *** Size (sqft): 1,000 *** Furnished: No *** Air Conditioning: No *** Smoking Permitted: No *** Appliances: Laundry (In Unit), Dishwasher, Fridge / Freezer, Microwave *** Personal Outdoor Space: Yard, Balcony","UTILITIES INCLUDED! This bright, cozy top-level of a house (there is a basement apartment) is ideal for a mature, professional couple, roommates, or small family with young children. Features include: - Quiet neighbourhood, across the street from Vanier Elementary School - Two full bedrooms and bathrooms (including a jacuzzi tub in the ensuite) - Propane fireplace - Spacious deck and back yard with shed - Metrobus goes directly in front of house, about 10-15 minutes from MUN and CNA - 30-40 minute walk from downtown - Five minute walk to grocery stores, pharmacies, gyms, restaurants, coffee shops, hardware store and more! - Off-street parking for two-three vehicles - Six-month lease may be considered - Absolutely NO PETS, NO SMOKING"
219,"7 SOUTHSIDE Road CAPE BROYLE, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/7-southside-road-cape-broyle-newfoundland-labrador/1451552307,"7 SOUTHSIDE Road, CAPE BROYLE, NL, A0A1P0",47.0902584,-52.9528974,"$99,000.00 ",Bedrooms: 2 *** Bathrooms: 1,"MLS庐 #1200181 OCEAN VIEW PROPERTY . THIS HOME CAN BE FOR YEAR AROUND LIVING OR A WEEKEND RETREAT. WELL CARED WITH UPGRADES OVER THE YEARS INCLUDING LOVELY BIRCH KITCHEN CABINETS ,BATHROOM,NEW FLOORING SHINGLES IN 2010.PEACEFUL LOCATION NEXT TO A RIVER AND THE ATLANTIC OCEAN. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
220,"3 Tuckers Road Burnt Point CBN, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/3-tuckers-road-burnt-point-cbn-newfoundland-labrador/1432592814,"3 Tuckers Road, Burnt Point CBN, NL, a0a1m0",47.9598749,-53.036095,"$139,500.00 ",Bedrooms: 2 *** Bathrooms: 1,"MLS庐 #1195389 Pride of ownership is evident in this 2+1  bedroom home located in the beautiful community of Burnt Point in Conception Bay North. This home has a beautiful eat-in kitchen with gleaming modern cupboards.  There is a spacious living room , large master bedroom, great sized second bedroom & huge bathroom on the main floor. In the basement there is a bedroom, laundry space and room to make your own space.  Sit out on the deck and watch the icebergs ,whales and smell the sweet salt air.  This home has been very well kept by the original owner and is move in ready. This is a NO TAX area. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
221,"44 Watson Street St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/44-watson-street-st-johns-newfoundland-labrador/1432590241,"44 Watson Street, St. John's, NL, A1A3J8",47.5947249,-52.6866959,"$179,900.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1195506 Semi-attached Townhome located in the East End, only a hop away from shopping, Pleasantville, recreation and Pleasantview Towers. Fully fenced yard, great for kids or dogs to play. Currently rented at $1,200/mth POU. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
222,"21 Woodbridge Lane Torbay, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/21-woodbridge-lane-torbay-newfoundland-labrador/1432592165,"21 Woodbridge Lane, Torbay, NL, A1K0E1",47.6461419,-52.7658288,"$489,900.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1195380 Brand New quality home build by Qualico Homes Inc. This stunning bungalow with attached garage sits on a 3/4 acre lot in sought after Forest Landing, Torbay. The main floor features an open concept floor plan with lots of natural lighting, separate porch, the master bedroom is at the back of the home for added privacy and has a large ensuite and walk in closet. Main floor laundry and pre wired for surround sound and mini splits. This home is energy efficient with Low e windows, R-50 blow in insulation all to assist in keeping the NL power bill low. Woodbridge Lane is a very family oriented street, on bus route, new play ground being build, there are lots of walking trails and just a short walk from Western Island Pond where you and your family can enjoy skating, fishing and kayaking. 10 minutes to Stavanger area. This homes comes with an 8 year LUX Home Warranty. AVAILABLE IMMEDIATELY. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
223,"98 Freedom Road Horsechops, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/98-freedom-road-horsechops-newfoundland-labrador/1432602975,"98 Freedom Road, Horsechops, NL, A0A1P0",47.1308048,-52.9620248,"$165,000.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1195349 Cozy 3 bedroom cabin/home located in sought after horsechops. This property is located on a 1 acre private lot approximately 4kms from the main highway. This lovely home has a Propane fireplace located in the living room area to enjoy the cold evenings, as well as electric heat. Spacious eat-in kitchen. New roof, all new doors and windows, large patio deck (32ft. long), new laminate flooring. All interior and exterior furniture included. Power booster for great cell service installed on premises. Storage shed 12x16. Artesian Well. Cape Broyle Pond located within minutes from the property, with access to the slipway for those boat lovers. Own your own little gem in the middle of the country just 45 minutes from hectic city life. Well-maintained property.  River runs on the property on the boundary as well. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
224,"2 MOUNTAIN VIEW Drive Holyrood, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/2-mountain-view-drive-holyrood-newfoundland-labrador/1432597523,"2 MOUNTAIN VIEW Drive, Holyrood, NL, A0A2R0",47.3849646,-53.1246537,"$479,900.00 ",Bedrooms: 4 *** Bathrooms: 3,"MLS庐 #1195291 This amazing 4,500+sqft executive, custom built bungalow has 'The WOW'! It offers a fabulous open floor concept design, high end finishes, with great charm/functionality with a dreamy cream kitchen with a walk-in pantry and laundry! This is a great 'FAMILY HOME and perfect for entertaining! As you enter this home you immediately feel HOME with every detail from the custom trim work to the 9'ceilings.  The main boast a beautiful master bedroom that leads to the back patio and has a spacious walk-in closet, huge tranquil ensuite with a custom tile shower, free standing soaker tub and double vanity! Completing the main is two more spacious bedrooms and a beautiful main bath! The fully developed basement has a massive 18x38 family room, separate 15x38 rec room/game room, spacious spare bedroom, large bath and a 19x20 storage room! Also, enjoy your private hot tub from the walk-out basement on your large two-tier patio on a fully landscaped lot. This home has so much to offer! (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
225,"20 DAWES HILL Road CONCEPTION BAY SOUTH, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/20-dawes-hill-road-conception-bay-south-newfoundland-labrador/1445523075,"20 DAWES HILL Road, CONCEPTION BAY SOUTH, NL, A1X4B5",47.4806818,-53.054343,"$699,900.00 ",Bedrooms: 4 *** Bathrooms: 6+,"MLS庐 #1198784 THIS SPECTACULAR NEAR 4500 SQ FT BUNGALOW WITH ATTACHED GARAGE AND DETACHED GARAGE SITS ON A MANICURED 80 X 200 FT LOT WITH MULTI CAR PARKING. THIS GEM HAS THE FINEST OF FINISHES AND SO MUCH MORE. OPEN CONCEPT KITCHEN, DINING AREA, LIVING ROOM WITH STONE PROPANE FIREPLACE OPENS ONTO A BRIGHT SUNROOM WHICH OVER LOOKS THE PROPERTY AND LEADS ONTO A FIBERGLASS  PATIO. MAIN FLOOR OFFERS .HARDWOOD , CERAMICS, FABULOUS TRIM , VAULTED CEILINGS, MAIN FLOOR LAUNDRY, CUSTOM DRAPERY AND MUCH MORE. MASTER  WITH LRG WALK IN CLOSET AND ENSUITE WITH A JACCUZZI TUB, DOUBLE SINK AND VANITY, AND CUSTOM TILE SHOWER. ANOTHER LARGE BEDROOM WITH WALK IN CLOSET AND 3 PIECE ENSUITE AND OFFICE CAN BE FOUND ON MAIN , ALONG WITH A 2 PIECE BATH. DOWNSTAIRS CONSISTS OF 2 SUPER SIZED BEDROOMS WITH WALKIN CLOSETS AND ENSUITES.THE  MASSIVE RECROOM AND FABULOUS WET BAR AREA IS GREAT FOR ENTERTAINING, WALK OUT BASEMENT, FENCED POOL WITH DECKING AND HOT TUB.HEAT PUMP FOR HOUSE AND DETACHED. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
226,"436-438 Southern Shore Highway Witless Bay, Newfoundland & Labra",https://www.kijiji.ca/v-house-for-sale/st-johns/436-438-southern-shore-highway-witless-bay-newfoundland-labra/1445524146,"436-438 Southern Shore Highway, Witless Bay, NL, A0A4K0",47.3375148,-52.8160042,"$179,900.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1198766 This large bungalow, in scenic Witless Bay, comes with one acre of land and is only approx. 25 minutes drive from St. John's. As an added bonus the property is zoned residential/commercial and therefore can be enjoyed as your large residential estate or to accommodate many types of business operations.  The property offers a great view of the ocean and surrounding areas and with some improvements, including development of the presently undeveloped areas would make a great B&B, daycare centre plus many other types of home businesses.  The large vehicle-accessible back yard offers a number of revenue generating opportunities such as either outside and/or inside storage.   The possibilities are endless with this property, limited only by your imagination. Click the ""MORE INFORMATION"" button below to visit the Town of Witless Bay website. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
227,"326 Stavanger Drive St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/326-stavanger-drive-st-johns-newfoundland-labrador/1451552285,"326 Stavanger Drive, St. John's, NL, A1A5W9",47.61679,-52.7043696,"$450,000.00 ",Bedrooms: 3 *** Bathrooms: 4,"MLS庐 #1200356 MAKE US AN OFFER! OWNER WANTS SOLD! As you step in to this beautiful home you see pride of ownership starting with the amazing Labradorite tile in the front entrance! This home is so inviting with a large family/living room with a cozy propane fireplace, separate dining room and beautiful kitchen with stainless steel appliances, stainless range hood, stainless apron sink and granite counters.  The dining nook has an granite top island with a waterfall feature. The side entrance serves well as a large mudroom/laundry room. The master has an ensuite with a jetted tub and walk in closet. There are two other good sized bedrooms and another room that would work as a craft room or an office. The basement has a rec room with extra cupboards, great for those teenagers or just hanging out watching movies. The lot is fully landscaped with beautiful trees and bushes, a shed and is fully fenced. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
228,"12 Riverside Drive W St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/12-riverside-drive-w-st-johns-newfoundland-labrador/1432592658,"12 Riverside Drive W, St. John's, NL, A1S1C1",47.454166,-52.7665326,"$99,500.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1195662 A Well cared for and maintained Mini Home in Meadowbrook Park. This 3 Bedroom unit has all vinyl windows, complete vinyl exterior and shingles installed in 2004. The Furnace was installed in 2017 and an Oil tank installed in 2018. Nothing do do but move in. The porch was added in recent years and provides ample storage space which is often limited in this type of home. If you're in the market for an affordable home on a quiet street then you should check this one out for sure. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
229,"16 Raymond Drive CLARENVILLE, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/16-raymond-drive-clarenville-newfoundland-labrador/1432590155,"16 Raymond Drive, CLARENVILLE, NL, A5A0B6",48.157009,-53.9573519,"$219,000.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1195043 PRICED TO SELL ! OWNERS RELOCATED . This 3 bedroom 2 Bath home is in the family friendly neighborhood of Katherine Estates . Close to School , walking trails , playground and swimming . Appliances included . Open concept living room kitchen . Partially developed basement . Large fenced back yard and  Double paved driveway . Don't miss out on this deal . Vendors will consider all reasonable offers . (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
230,"30 Brownsdale Street St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/30-brownsdale-street-st-johns-newfoundland-labrador/1451551094,"30 Brownsdale Street, St. John's, NL, A1E5K3",47.5280227,-52.7776522,"$359,900.00 ",Bedrooms: 4 *** Bathrooms: 3,"MLS庐 #1200270 If youre looking for a spacious home in the West End then this may be the property for you.  This 4 bedroom, 2.5 bath multi-level home on a corner lot in Cowan Heights is exceptionally maintained both inside and out.  Upstairs includes 3 bedrooms with master featuring an ensuite and walk-in closet.  The main level boasts a modern eat-in kitchen with loads of cupboard space, separate dining room, living room with propane fireplace and laundry.  Step down to the lower level and youll find a large family room,  4th bedroom &  陆 washroom.  The basement has a large rec room, storage room, space for an office and includes an outside entrance.   This home has been tastefully decorated with hardwood and ceramic flooring, crown mouldings and includes many upgrades over the past 5 years.  The exterior of the property is equally as nice with mature landscaping, a detached, wired shed with loft and fully fenced back yard.    This property is definitely worth a look! (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
231,"51 Holbrook Avenue Unit#B St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/51-holbrook-avenue-unit-b-st-johns-newfoundland-labrador/1432589882,"51 Holbrook Avenue Unit#B, St. John's, NL, A1E2Y2",47.5290057,-52.7522177,$750.00 ,Bedrooms: 2 *** Bathrooms: 1,"MLS庐 #1195703 51 Holbrook Avenue, Unit B is a bright, clean and beautiful registered lower level apartment has many recent updates on a quiet street affording plenty of privacy with a large park like partially fenced back yard. The 2 bedroom basement apartment with large kitchen, living area and laundry has walkout entrance at the rear of the house. Just moments from Bowring Park, Waterford Valley High School, the Village Mall and all amenities on Topsail Road. There are 2 separate driveways for the main unit and the apartment. This lower level apartment is move in ready. No pets. No smoking in the house.  Annual lease at $750 POU. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
232,"19 Harris Road St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/19-harris-road-st-johns-newfoundland-labrador/1432601808,"19 Harris Road, St. John's, NL, A1E3K7",47.5396657,-52.7422222,"$286,000.00 ",Bedrooms: 5 *** Bathrooms: 2,"MLS庐 #1195308 Great Registered Two Apartment in the West End of the City. The owner has completed many upgrades in the past few years including electrical, windows, shingles, kitchen cabinets, and bathroom. Attic Insulation just updated to R50. Original hardwood floors throughout the house with upgraded ceramics in the kitchen and bathroom. Long term tenant in the basement apartment. The main floor and apartment have separate driveways. Great view of the city from the back patio. This is a great investment property with some updates needed in the basement apartment. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
233,"2 Commander Place Mount Pearl, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/2-commander-place-mount-pearl-newfoundland-labrador/1445523076,"2 Commander Place, Mount Pearl, NL, A1N5J9",47.5192623,-52.7847948,"$299,900.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1198848 Exceptionally cared for home in super sweet neighbourhood. Bright, open concept on the main; new mini split installed for super efficiency! Spacious bedrooms on the main & master with Jack and Jill style bathroom! Large back deck and private back yard with Southern exposure! This home is surprisingly roomy! On the lower level you will find a HUGE rec-room with plenty of space for an exercise area or for the kids play area! Laundry area is hidden behind 2 large doors. In addition to this space, there is a den (currently being used & shown as a bedroom) & another 3 pce bathroom! A spacious garage enhances this already attractive home & guess what? It's right across the street from a green space & 1 minute down the street from the play ground! A quick drive takes you right to the new Gushue Highway extension that gets you across town in 10- 15 mins! WOW! Great home, exceptional price, come & check it out! (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
234,"19 Gardner Drive Conception Bay South, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/19-gardner-drive-conception-bay-south-newfoundland-labrador/1432597504,"19 Gardner Drive, Conception Bay South, NL, A1W0G8",47.535048,-52.9520946,"$349,900.00 ",Bedrooms: 3 *** Bathrooms: 3,"MLS庐 #1195140 Now Ready for Occupancy! Welcome to 19 Gardner Drive in Granville Coast subdivision, CBS. This two story with attached garage has beautiful ocean views and boasts 3 bedrooms including master with walk-in closet, full ensuite and its own deck to enjoy morning coffees and evening wines. There is top floor laundry and a bright, open concept main floor with contemporary kitchen, dining and living areas. Quality product at a competitive price, dont miss out on this beautiful home! (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
235,"66 Country Path Drive Witless Bay, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/66-country-path-drive-witless-bay-newfoundland-labrador/1445524130,"66 Country Path Drive, Witless Bay, NL, A0A4K0",47.3878228,-53.1608943,"$329,900.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1198865 Beautiful Spacious 3 bedroom split entry bungalow with attached garage on a green belted lot. Spectacular birch kitchen cabinetry with center island, open concept design, spacious master bedroom with en-suite ,large walk-in closet. As well as two other nice sized rooms.  Beautiful trim package, stainless steel appliances included. Located on a half acre lot with some views .Quality finishes throughout, upgraded flooring pkg, quality home built by quality builder. New home warranty included. Pressure treated rear patio deck. Landscaping allowance for $5000.00 (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
236,"P O Box 361 Williams Hill New Harbour, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/p-o-box-361-williams-hill-new-harbour-newfoundland-labrador/1451552292,"P O Box 361 Williams Hill, New Harbour, NL, A0B2P0",47.594707,-53.5159567,"$379,900.00 ",Bedrooms: 2 *** Bathrooms: 2,"MLS庐 #1199977 Just 2 years old, this house has it all including 36"" doorways that can accommodate a wheelchair. A large kitchen with all new appliances, custom made cabinets and large island is a dream come through, for any cook. The open concept leads to a large living room and dining room and you can just walk out on the private deck and enjoy the panoramic view of New Harbour and Trinity Bay. The large master bedroom has a walk-in closet and ensuite with a soaker tub and a large shower. A great plus is that everything is on the main floor, including the laundry. There is a 5' crawlspace with a concrete floor for ample storage. This past year a beautiful Pergola was built on the front of the house, so you can sit outside and not worry about the weather. Here is a home that shows pride of ownership, surrounded by mature trees with all the privacy you require. Included is a 20 x 24 wired shed with concrete floor. This home has 6 years left on The Lux Residential Warranty Program. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
237,"12 MAIN Road BLAKETOWN, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/12-main-road-blaketown-newfoundland-labrador/1432592662,"12 MAIN Road, BLAKETOWN, NL, A0B1C0",47.4870017,-53.5515728,"$115,000.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1195549 A Cozy 3 Bedroom, 1 Bathroom Bungalow in the heart of Blaketown. This home has a Spacious eat in Kitchen with plenty of storage a large living room which opens up onto the large pressure treated deck to take advantage of a fantastic ocean view. This home has had many upgrades in recent years including: Vinyl Siding, Windows, Shingles, some flooring, bathroom fixtures and the addition of a Mini Split to keep the low heating costs even lower. This property is only 25 Minutes from Long Harbour and only 55 minutes to St. John's. A great Year Round Home or weekend retreat. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
238,"16 POST OFFICE Road Sunnyside, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/16-post-office-road-sunnyside-newfoundland-labrador/1432590148,"16 POST OFFICE Road, Sunnyside, NL, A0B3J0",47.8598367,-53.923896,"$109,000.00 ",Bedrooms: 3 *** Bathrooms: 2,"MLS庐 #1192225 VERY TIDY HOME in scenic Sunnyside . This mobile home is open concept with modern kitchen and black appliances. Dining area is spacious . The master bedroom has double closets and ensuite . Just out the hallway are double doors for laundry . Lots of area outside for parking and to build storage shed . (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
239,"308 Old Broad Cove Road St Phillips, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/308-old-broad-cove-road-st-phillips-newfoundland-labrador/1445522118,"308 Old Broad Cove Road, St Phillips, NL, A1M3N1",47.5986996,-52.8399948,"$600,000.00 ",Bedrooms: 2 *** Bathrooms: 3,"MLS庐 #1198821 Delightful-Exceptional-Chic-Extraordinary-Impressive-Vitalizing-Inviting-Naturally Gorgeous. With fine detail, the original owners of this one of a kind executive home spared no expense to build this custom chic property & are looking for new owners to enjoy it as much as they have. Thoughtful care helped to create the perfect balance of modern design with quality finishes throughout. Strategically positioned to allow for maximum natural light, this property is nestled on a landscaped half acre southern exposure lot that backs onto a small brook & greenbelt. Boasting over 1700 sq ft on the main floor, you will find impressive upgrades such as the glorious side entrance off the attached garage complete with walk in closet & walk in pantry w/stand up freezer. Hot water in floor electric heating throughout including the 2 interior garages, fully developed walk out basement, detached garage with loft, full detailed list of features attached. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
240,"53 Rotary Drive St. John's, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/53-rotary-drive-st-johns-newfoundland-labrador/1432589506,"53 Rotary Drive, St. John's, NL, A1E0C2",47.5483049,-52.7525778,"$335,000.00 ",Bedrooms: 5 *** Bathrooms: 4,"MLS庐 #1195432 Perfectly located 2 Apartment bungalow style home located in the Centre of the city! This lovely home boasts a spacious open concept kitchen, dining room and living room, Center Island, an abundance of cabinet space, 3 bedrooms on main, Master with large side by side closet and 3 piece en-suite. Fully developed Rec room with a 2 piece bathroom and a laundry closet. Beautiful large walkout two bedroom apartment also has open concept living area with laundry closet and a very large storage room, lots of natural lighting! Ample parking in your driveway and a shed located in the backyard! Just moments from major arterial roads and all amenities including schools, shopping, university, hospitals and Downtown! The backyard has the most splendid view of Single Hill and the Narrows! Relax on your deck and watch the fireworks! (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
241,"6 Wellington Crescent Mount Pearl, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/6-wellington-crescent-mount-pearl-newfoundland-labrador/1451551492,"6 Wellington Crescent, Mount Pearl, NL, A1N2E2",47.5135433,-52.8202084,"$279,900.00 ",Bedrooms: 4 *** Bathrooms: 2,"MLS庐 #1200321 Welcome to 6 Wellington Crescent.  A lovely two-apartment property located in the heart of Mount Pearl, surrounded by schools and shopping, has quick highway access, and close to Galway.  Bright and spacious main unit with three bedrooms, large fenced yard with a shed,  and parking for multiple cars.  This home also contains a one-bedroom basement apartment to help offset the mortgage.  Home is very well cared for and in great shape.  Fantastic location for an investment property or a full-time residence.  The street is quiet, the location is super convenient, the yard is big, the house is in great shape, and the price is great!  What are you waiting for? (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
242,"631 Main Highway BAY BULLS, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/631-main-highway-bay-bulls-newfoundland-labrador/1445524129,"631 Main Highway, BAY BULLS, NL, A0A1C0",47.3222678,-52.8178422,"$185,000.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1198841 Spacious family home on a 1/2 acre lot in the heart of Bay Bulls. Original oak kitchen with ceramic floor, dining room and large family room with slate floors on main level. Upstairs has 3 bedrooms with some views of the ocean. Renovated bathroom. Lower level has rooms for multi usage with laminate floors plus a laundry/utility room. This property has exterior upgrades including new clapboard, stone front, new vinyl windows, new doors. Interior upgrades include new gyproc, new laminate flooring, new PEX plumbing throughout. Beautiful mature trees and privacy in the rear yard. Lots of parking. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
243,"372-374 MEMORIAL Drive CLARENVILLE, Newfoundland & Labrador",https://www.kijiji.ca/v-house-for-sale/st-johns/372-374-memorial-drive-clarenville-newfoundland-labrador/1419544984,"372-374 MEMORIAL Drive, CLARENVILLE, NL, A5A1P4",48.1534447,-53.9643373,"$134,500.00 ",Bedrooms: 3 *** Bathrooms: 1,"MLS庐 #1192017 GREAT well maintained older home located in the center of Clarenville on an over-sized mature lot featuring a number of large trees. The home consists of 3 bedrooms, bathroom as well as nice sized kitchen/dining room/living room. In addition there's plenty of accessible attic storage. The outside boasts a back patio and small covered side sitting area plus 2 over-sized storage sheds/garages - these are capable of storing a motor home/trailer (28ft. +/-) in addition no issues with storing a car as well and still have room left. The panel has been upgraded to circuit breakers and home is pretty much move in ready! Great price point for this property. (id:24493)The trademarks MLS庐, Multiple Listing Service庐 and the associated logos are owned by The Canadian Real Estate Association (CREA) and identify the quality of services provided by real estate professionals who are members of CREA"
